Reference Number,Vessel  ID,Year,Segment,Size Category,Capacity (GT),Length,Capacity Index,Size Index, Total Number of vessels in Segment , Total Active Vessels in Segment , Total Engine Power (kW) for Segment-Size , Total Capacity (GT)  for Segment-Size , Average Length for Segment ,Total Jobs,FTE,  Fishing Income,Non Fishing Income,Total Income, Wages,Energy Costs (Fuel),Repairs & Maintenance,Filters/Lube Oil,Provisions,Ice,Dues & Levies,Sundry Variable Costs,Total Variable Costs,Insurance,Loan Interest,Accountancy,Legal Fees,Sundry fixed costs,Total Fixed Costs,TOTAL COSTS,GROSS PROFIT,Depreciation,Sundry receipts,Net Profit / (Loss)
1225,149,2014,FPO,00-10,9.8,9.5,2.3,2.2,754,575,"16,101","1,460",6.5,,,"€107,000",,"€107,000","€20,000","€20,000","€5,000",,,,,"€2,500","€47,500","€2,652",,"€1,800",,"€2,953","€7,405","€54,905","€52,095",,,"€52,095"
1226,335,2014,FPO,12-18,12.9,12.6,2.6,2.5,17,15,"1,918",263,13.0,5.0,,"€475,000","€8,700","€483,700","€20,000","€33,000","€4,600","€3,100","€5,280",€0,€0,"€33,000","€98,980","€6,000",,"€3,800",€0,€0,"€9,800","€108,780","€374,920",,,"€374,920"
1227,92,2014,FPO,00-10,1.9,7.1,0.7,2.0,754,575,"16,101","1,460",6.5,2.0,,"€24,883","€1,000","€25,883",,€800,"€1,600",€36,€0,€0,€0,€0,"€2,436",€500,,€489,€0,€0,€989,"€3,425","€22,458",,,"€22,458"
1228,84,2014,DRB,10-12,6.8,11.8,1.9,2.5,66,24,"5,141",624,10.9,,,"€158,209",€0,"€158,209","€51,196","€33,132","€3,000",€200,"€1,200",€0,,"€3,500","€92,228","€2,200",€0,€800,€0,"€1,740","€4,740","€96,968","€61,241",,,"€61,241"
1230,87,2014,FPO,10-12,11.0,10.7,2.4,2.4,93,71,"7,944",983,11.1,4.0,,,"€1,000","€1,000",,"€10,000","€6,000",€800,"€2,000",€0,€0,"€6,560","€25,360","€2,000",,"€1,000",€0,€0,"€3,000","€28,360","-€27,360",,,"-€27,360"
1231,499,2014,FPO,00-10,1.7,7.5,0.5,2.0,754,575,"16,101","1,460",6.5,2.0,,"€29,747","€4,600","€34,347",€0,"€4,020","€1,200",€380,€280,€0,€0,€0,"€5,880",€780,,€400,€0,€0,"€1,180","€7,060","€27,287",,,"€27,287"
1232,344,2014,DTS,24-40,178.6,20.8,5.2,3.0,38,37,"19,027","8,404",26.3,,,"€1,441,978","€1,325","€1,443,303","€522,656","€277,773","€169,742",€0,"€32,883",€0,"€277,004","€51,311","€1,331,369","€68,060","€13,246","€3,000",€0,€0,"€84,306","€1,415,675","€27,628","€49,546",,"-€21,918"
1233,319,2014,FPO,10-12,8.9,9.7,2.2,2.3,93,71,"7,944",983,11.1,,,"€40,958",€0,"€40,958",€0,"€2,731","€4,191",€0,€0,"€2,330",€566,"€2,969","€12,787",€929,€690,€750,€0,"€2,148","€4,517","€17,304","€23,654","€3,408",€0,"€20,246"
1234,270,2014,DTS,12-18,80.8,16.0,4.4,2.8,44,43,"7,424","2,025",15.0,,,"€207,976",,"€207,976","€51,295","€48,443","€43,755",,"€12,881","€6,941","€5,343","€5,507","€174,165","€11,684","€10,637","€2,000",,"€8,186","€32,507","€206,672","€1,304","€10,310",,"-€9,006"
1235,200,2014,DTS,12-18,39.6,13.2,3.7,2.6,44,43,"7,424","2,025",15.0,,,"€554,167",€0,"€554,167","€146,194","€111,452","€76,034",€0,"€20,333","€10,403","€3,112","€28,677","€396,205","€15,904","€10,576","€1,027",€0,"€29,586","€57,093","€453,298","€100,869","€21,451",€0,"€79,418"
1236,393,2014,DTS,18-24,163.6,23.5,5.1,3.2,67,65,"27,283","9,384",21.6,,,"€1,307,880",€0,"€1,307,880","€373,424","€290,111","€209,646",€0,"€24,239","€9,874","€2,645","€54,035","€963,974","€41,060","€5,715","€2,550",€0,"€232,889","€282,214","€1,246,188","€61,692","€52,230",€436,"€9,898"
1237,271,2014,FPO,10-12,8.8,10.9,2.2,2.4,93,71,"7,944",983,11.1,,,"€46,445",€0,"€46,445","€23,131","€2,410","€5,531",€0,€0,€0,€313,"€17,244","€48,629","€1,225","€3,169","€2,200",€0,€0,"€6,594","€55,223","-€8,778",€39,€0,"-€8,817"
1238,192,2014,DTS,24-40,234.4,28.6,5.5,3.4,38,37,"19,027","8,404",26.3,,,"€1,013,010","€26,156","€1,039,166","€174,880","€179,505","€118,171",€0,"€15,530","€4,159","€15,141","€20,979","€528,365","€39,730","€48,347","€9,945","€14,608",€572,"€113,202","€641,567","€397,599","€129,355",€0,"€268,244"
1239,184,2014,TM,40-70,574.1,38.3,6.4,3.6,21,21,"42,520","22,102",52.3,,,"€5,062,010","€7,001","€5,069,011","€1,434,858","€456,891","€180,514",€0,"€18,350","€78,125","€44,920","€171,792","€2,385,450","€96,781",€0,"€42,040","€146,057","€30,046","€314,924","€2,700,374","€2,368,637","€915,639",,"€1,452,998"
1240,90,2014,FPO,00-10,5.4,10.8,1.7,2.4,754,575,"16,101","1,460",6.5,,,"€119,164",,"€119,164","€28,500","€9,300","€12,646",€454,,,,"€14,300","€65,200",,,"€1,560",,"€3,400","€4,960","€70,160","€49,004",,,"€49,004"
1241,582,2014,FPO,00-10,6.7,9.0,1.9,2.2,754,575,"16,101","1,460",6.5,3.0,,"€100,000","€3,200","€103,200","€5,400","€3,800","€6,000",€250,€0,€0,€0,€0,"€15,450","€1,000",,"€1,250",€0,€0,"€2,250","€17,700","€85,500",,,"€85,500"
1242,161,2014,DTS,18-24,191.0,21.0,5.3,3.0,67,65,"27,283","9,384",21.6,,,"€674,425",€0,"€674,425","€236,070","€154,546","€179,349","€2,401","€22,766","€1,343",€0,€0,"€596,475","€12,919","€19,690","€2,225","€6,766","€100,475","€142,075","€738,550","-€64,125","€136,825",€0,"-€200,950"
1243,577,2014,FPO,00-10,14.5,9.6,2.7,2.3,754,575,"16,101","1,460",6.5,3.0,,,"€2,300","€2,300",,"€12,600","€7,000","€2,000",€0,€0,€0,"€18,320","€39,920","€3,200",,€0,€0,€0,"€3,200","€43,120","-€40,820",,,"-€40,820"
1244,272,2014,FPO,10-12,10.0,11.4,2.3,2.4,93,71,"7,944",983,11.1,2.0,,"€95,000","€1,000","€96,000","€23,000","€7,900","€3,475",€850,€800,€200,€0,€200,"€36,425","€1,280",,€350,€250,€0,"€1,880","€38,305","€57,695",,,"€57,695"
1245,78,2014,DTS,12-18,37.3,12.5,3.6,2.5,44,43,"7,424","2,025",15.0,,,"€185,839",€0,"€185,839","€112,020","€36,453","€25,386",€0,€0,"€5,752","€10,800","€11,263","€201,674","€9,497",€0,"€1,500",€20,€0,"€11,017","€212,691","-€26,852","€1,540",€0,"-€28,392"
1246,500,2014,HOK,00-10,1.3,7.2,0.3,2.0,70,45,"1,250",128,6.3,1.0,,"€26,250","€1,000","€27,250",€0,"€4,200","€1,200",€600,€200,"€1,000",€0,€470,"€7,670",€0,,€500,€0,€0,€500,"€8,170","€19,080",,,"€19,080"
1247,275,2014,FPO,12-18,29.0,13.3,3.4,2.6,17,15,"1,918",263,13.0,,,"€174,854",€0,"€174,854","€41,293","€18,844","€23,449",,"€7,279",€429,,€0,"€91,294",,"€1,506","€4,013",,"€3,126","€8,645","€99,939","€74,915","€3,738",,"€71,177"
1248,561,2014,FPO,00-10,1.2,6.2,0.1,1.8,754,575,"16,101","1,460",6.5,,,"€16,268",€800,"€17,068","€8,000","€1,400",€300,€60,€200,€0,,€500,"€10,460",€0,€0,€0,€0,€0,€0,"€10,460","€6,608",,,"€6,608"
1249,481,2014,FPO,00-10,1.6,5.9,0.4,1.8,754,575,"16,101","1,460",6.5,,,"€6,000",,"€6,000",,€400,,€50,,,,€0,€450,,,,,€0,€0,€450,"€5,550",,,"€5,550"
1250,512,2014,DFN,00-10,1.3,6.4,0.3,1.9,385,178,"7,489",862,6.7,,,"€3,500",€0,"€3,500","€1,500","€1,000",€0,€0,€0,€0,,€0,"€2,500",€0,€0,€0,€0,€0,€0,"€2,500","€1,000",,,"€1,000"
1251,574,2014,DRB,00-10,2.8,7.0,1.0,1.9,358,120,"9,800","1,007",7.0,2.0,,"€9,802","€1,000","€10,802",€260,"€2,052",€704,€0,€0,€0,€0,€100,"€3,116",€0,,€326,€0,€0,€326,"€3,442","€7,360",,,"€7,360"
1252,166,2014,FPO,00-10,4.1,8.2,1.4,2.1,754,575,"16,101","1,460",6.5,,,"€40,000",€0,"€40,000","€1,600",€0,€0,€0,€0,€0,,€0,"€1,600","€3,000",€0,"€1,000",€0,€0,"€4,000","€5,600","€34,400",,,"€34,400"
1253,515,2014,DTS,18-24,207.0,20.2,5.3,3.0,67,65,"27,283","9,384",21.6,,,"€572,196",€0,"€572,196","€173,201","€131,320","€50,928",€0,"€8,153","€3,805","€22,255","€52,428","€442,090","€25,531","€16,812","€3,800",€0,€0,"€46,143","€488,233","€83,963","€155,217",€0,"-€71,254"
1254,119,2014,DTS,24-40,226.9,28.1,5.4,3.3,38,37,"19,027","8,404",26.3,,,"€1,662,247",€0,"€1,662,247","€269,372","€309,955","€89,370","€92,661","€42,114",€0,"€36,524","€340,900","€1,180,896","€53,226","€50,911","€7,450",€0,€0,"€111,587","€1,292,483","€369,764","€257,020",€0,"€112,744"
1255,277,2014,DTS,12-18,44.9,14.8,3.8,2.7,44,43,"7,424","2,025",15.0,,,"€100,000",€0,"€100,000",€0,"€16,500","€30,000","€2,500","€4,000",€0,€600,€0,"€53,600",€0,€0,"€1,000",€0,€0,"€1,000","€54,600","€45,400",,,"€45,400"
1256,81,2014,DTS,12-18,27.6,13.7,3.3,2.6,44,43,"7,424","2,025",15.0,,,"€67,875",€0,"€67,875","€1,700","€15,474","€7,039",€0,"€1,742",€649,"€4,046","€11,619","€42,269",€336,€820,€374,€0,€0,"€1,530","€43,799","€24,076",€0,€0,"€24,076"
1257,101,2014,FPO,10-12,26.3,12.1,3.3,2.5,93,71,"7,944",983,11.1,2.0,,"€234,000","€7,800","€241,800","€65,000","€24,375","€4,200","€1,100","€1,100",€0,€0,€0,"€95,775","€3,500",,"€3,000",€0,€0,"€6,500","€102,275","€139,525",,,"€139,525"
1258,88,2014,FPO,00-10,3.6,9.4,1.3,2.2,754,575,"16,101","1,460",6.5,2.0,,"€59,839","€2,913","€62,752","€12,000","€2,840","€1,000",€200,€0,€0,€0,€577,"€16,617",€898,,€0,€0,€0,€898,"€17,515","€45,237",,,"€45,237"
1260,137,2014,DFN,00-10,8.6,10.3,2.2,2.3,385,178,"7,489",862,6.7,2.0,,"€100,207","€1,000","€101,207","€31,493","€10,100","€3,500",€613,"€4,294",€0,€300,"€9,567","€59,867","€29,000",,"€4,423",€0,€0,"€33,423","€93,290","€7,917",,,"€7,917"
1261,148,2014,DTS,12-18,40.8,14.2,3.7,2.7,44,43,"7,424","2,025",15.0,,,"€420,160",€197,"€420,357","€181,963","€76,936","€78,655",,"€18,392","€8,737","€3,450","€21,599","€389,732","€9,600","€3,129","€2,000",€0,"€1,626","€16,355","€406,087","€14,270","€23,008",,"-€8,738"
1262,204,2014,DFN,00-10,3.3,8.4,1.2,2.1,385,178,"7,489",862,6.7,1.0,,"€33,120","€12,240","€45,360","€29,930","€1,080","€8,500",€100,€0,€0,€0,"€3,500","€43,110","€2,200",,€250,€0,€0,"€2,450","€45,560",-€200,,,-€200
1264,409,2014,DFN,00-10,1.9,5.2,0.6,1.6,385,178,"7,489",862,6.7,0.0,,"€5,749","€1,000","€6,749",€0,€800,€0,€0,€0,€0,€0,€402,"€1,202",€0,,€0,€0,€0,€0,"€1,202","€5,547",,,"€5,547"
1265,600,2014,FPO,00-10,1.8,6.1,0.6,1.8,754,575,"16,101","1,460",6.5,2.0,,"€1,200","€1,000","€2,200",€0,€950,€0,€50,€0,€0,€0,€0,"€1,000",€0,,€0,€0,€0,€0,"€1,000","€1,200",,,"€1,200"
1266,321,2014,FPO,00-10,3.1,8.1,1.1,2.1,754,575,"16,101","1,460",6.5,,,"€41,350",€0,"€41,350",,"€1,500",€500,€130,€0,€560,,"€1,400","€4,090",€0,€0,€0,€0,€0,€0,"€4,090","€37,260",,,"€37,260"
1267,282,2014,FPO,10-12,11.2,11.6,2.4,2.5,93,71,"7,944",983,11.1,,,"€138,790",,"€138,790","€14,154","€8,746","€37,001",,,"€8,294",,"€12,165","€80,360","€3,600",€0,"€3,290",,€0,"€6,890","€87,250","€51,540","€7,074",,"€44,466"
1268,32,2014,DTS,24-40,195.5,25.1,5.3,3.2,38,37,"19,027","8,404",26.3,,,"€929,449",€0,"€929,449","€179,816","€235,819","€222,011","€3,756","€30,284",€0,"€5,429","€129,977","€807,092","€30,528","€18,313","€1,688",,€0,"€50,529","€857,621","€71,828","€66,781",€0,"€5,047"
1269,613,2014,FPO,00-10,0.6,5.3,-0.5,1.7,754,575,"16,101","1,460",6.5,,,"€1,400",€0,"€1,400","€1,000",€90,€250,€0,€0,€0,,€0,"€1,340",,,,,€0,€0,"€1,340",€60,,,€60
1270,100,2014,FPO,00-10,4.1,10.2,1.4,2.3,754,575,"16,101","1,460",6.5,,,"€12,500",€750,"€13,250","€4,000","€9,000","€1,000",€400,€0,€0,,€0,"€14,400",€800,€0,€400,€0,€0,"€1,200","€15,600","-€2,350",,,"-€2,350"
1271,94,2014,DTS,10-12,12.6,11.7,2.5,2.5,23,19,"1,894",315,11.3,1.0,,,"€1,000","€1,000","€27,800","€13,470",€0,€600,"€2,200",€965,€0,€600,"€45,635","€5,400",,"€1,200",€0,€0,"€6,600","€52,235","-€51,235",,,"-€51,235"
1273,56,2014,DTS,18-24,138.7,20.9,4.9,3.0,67,65,"27,283","9,384",21.6,,,"€674,425",€0,"€674,425","€236,070","€154,546","€179,349","€2,401","€22,766","€1,343",€0,€0,"€596,475","€12,919","€19,690","€2,225","€6,766","€100,475","€142,075","€738,550","-€64,125","€136,825",€0,"-€200,950"
1274,66,2014,DTS,18-24,173.3,21.6,5.2,3.1,67,65,"27,283","9,384",21.6,,,"€92,080",€0,"€92,080","€25,512","€48,843","€68,338",€0,"€4,882","€2,148","€2,962","€12,099","€164,784","€23,725",€0,"€1,125",€0,"€15,741","€40,591","€205,375","-€113,295",€0,"€136,000","€22,705"
1275,602,2014,FPO,00-10,6.4,8.8,1.9,2.2,754,575,"16,101","1,460",6.5,2.0,,"€207,200","€1,000","€208,200",€0,"€20,000","€9,800","€1,200","€2,000",€0,€0,€0,"€33,000","€1,300",,"€1,400",€0,€0,"€2,700","€35,700","€172,500",,,"€172,500"
1276,488,2014,DRB,00-10,6.8,9.3,1.9,2.2,358,120,"9,800","1,007",7.0,,,"€163,000",,"€163,000","€51,846","€20,899","€22,900","€2,750","€4,809",€0,,"€3,337","€106,541","€3,360",€0,"€2,531",€0,"€2,204","€8,095","€114,636","€48,364",,,"€48,364"
1277,115,2014,DRB,10-12,9.7,10.6,2.3,2.4,66,24,"5,141",624,10.9,,,"€153,292",€0,"€153,292","€40,749","€22,465","€8,670","€1,000","€4,500",€0,"€1,500","€3,464","€82,348","€1,480","€1,656",€650,€0,€0,"€3,786","€86,134","€67,158","€7,906",€0,"€59,252"
1279,162,2014,FPO,00-10,4.0,8.8,1.4,2.2,754,575,"16,101","1,460",6.5,,,"€32,902","€25,000","€57,902","€5,000","€2,518","€2,000",,,,,"€5,000","€14,518",€960,,€966,,€400,"€2,326","€16,844","€41,058",,,"€41,058"
1280,342,2014,DTS,24-40,312.8,27.6,5.7,3.3,38,37,"19,027","8,404",26.3,,,"€1,852,375",€0,"€1,852,375","€368,398","€532,199","€152,147",€0,"€25,021",€0,"€11,988","€181,299","€1,271,052","€65,383","€8,736","€8,360","€1,000","€39,613","€123,092","€1,394,144","€458,231","€265,499","€4,414","€197,146"
1281,434,2014,DRB,00-10,2.0,6.7,0.7,1.9,358,120,"9,800","1,007",7.0,,,"€1,050",€0,"€1,050",€0,€100,€0,€25,€0,€0,,€0,€125,€0,€0,€0,€0,€90,€90,€215,€835,,,€835
1282,286,2014,FPO,10-12,6.8,11.8,1.9,2.5,93,71,"7,944",983,11.1,,,"€32,445","€32,445","€64,890","€12,005","€2,132","€3,827",,,,,"€2,322","€20,286",,,"€1,599",,€0,"€1,599","€21,885","€43,005",,,"€43,005"
1283,315,2014,FPO,00-10,6.9,9.5,1.9,2.2,754,575,"16,101","1,460",6.5,1.0,,"€40,000","€1,250","€41,250","€30,000","€5,000","€3,000",€500,€0,€0,€0,€0,"€38,500",€500,,€650,€0,€0,"€1,150","€39,650","€1,600",,,"€1,600"
1284,107,2014,FPO,10-12,16.5,11.5,2.8,2.4,93,71,"7,944",983,11.1,2.0,,"€61,000","€1,000","€62,000","€14,000","€6,000","€3,000",€200,"€1,000",€0,€0,"€2,100","€26,300","€9,000",,"€1,000",€0,€0,"€10,000","€36,300","€25,700",,,"€25,700"
1285,171,2014,DTS,24-40,324.0,34.5,5.8,3.5,38,37,"19,027","8,404",26.3,,,"€1,769,359","€252,139","€2,021,498",,"€525,532","€153,189","€7,028",,"€3,903",€273,"€1,019,402","€1,709,327","€33,982",€399,"€7,414",,"€7,471","€49,266","€1,758,593","€262,905","€139,159",,"€123,746"
1286,21,2014,DTS,24-40,173.3,26.7,5.2,3.3,38,37,"19,027","8,404",26.3,,,"€1,239,329",€0,"€1,239,329","€368,902","€261,735","€145,217",€0,"€46,716",€0,"€6,643","€120,086","€949,299","€35,650",€0,"€5,000",€0,"€15,667","€56,317","€1,005,616","€233,713","€5,240",€0,"€228,473"
1287,498,2014,FPO,00-10,3.8,9.3,1.3,2.2,754,575,"16,101","1,460",6.5,2.0,,"€92,000",€0,"€92,000","€13,800","€20,000","€8,000","€1,200","€2,500",€0,€0,"€4,000","€49,500",€0,,"€1,200",€0,€0,"€1,200","€50,700","€41,300",,,"€41,300"
1288,139,2014,FPO,00-10,16.0,10.6,2.8,2.4,754,575,"16,101","1,460",6.5,,,,"€1,000","€1,000",,"€26,727","€2,842","€1,400","€10,000","€6,847",,€418,"€48,234","€2,400",€0,"€1,538",€0,€0,"€3,938","€52,171","-€51,171",,,"-€51,171"
1289,287,2014,FPO,10-12,16.5,11.7,2.8,2.5,93,71,"7,944",983,11.1,1.0,,"€84,200","€1,000","€85,200","€17,700","€9,400","€1,750",€485,"€1,400",€400,€0,€390,"€31,525",€180,,€200,€0,€0,€380,"€31,905","€53,295",,,"€53,295"
1290,294,2014,DFN,10-12,12.2,10.5,2.5,2.4,47,22,"3,173",472,11.1,1.0,,"€34,476","€4,678","€39,154","€1,470","€8,192","€7,746",€0,"€1,218",€0,€0,"€6,315","€24,941","€5,600",,"€1,968",€0,€0,"€7,568","€32,509","€6,645",,,"€6,645"
1292,629,2014,FPO,00-10,1.6,5.9,0.5,1.8,754,575,"16,101","1,460",6.5,1.0,,"€19,488","€1,000","€20,488","€19,488","€2,400",€300,€209,€0,€0,€0,"€1,107","€23,504",€0,,€509,€0,€0,€509,"€24,013","-€3,525",,,"-€3,525"
1293,295,2014,FPO,10-12,12.8,9.5,2.6,2.2,93,71,"7,944",983,11.1,,,"€140,469",€0,"€140,469","€44,512","€11,235","€5,081",€0,€0,€0,€75,"€29,331","€90,234","€3,761","€3,563","€1,667","€5,349",€0,"€14,340","€104,574","€35,895","€8,246",€0,"€27,649"
1295,569,2014,DFN,00-10,3.8,7.3,1.3,2.0,385,178,"7,489",862,6.7,,,"€83,197",,"€83,197","€46,700",,€916,,,,,"€9,844","€57,460",€396,,€800,,"€2,724","€3,920","€61,380","€21,817",,,"€21,817"
1296,300,2014,FPO,00-10,6.3,9.6,1.8,2.3,754,575,"16,101","1,460",6.5,2.0,,"€37,000","€25,258","€62,258","€6,005","€1,880","€2,221",€138,€635,€0,€156,"€1,570","€12,606","€1,900",,€738,€0,€0,"€2,638","€15,244","€47,014",,,"€47,014"
1297,301,2014,DTS,10-12,9.0,11.6,2.2,2.4,23,19,"1,894",315,11.3,,,"€35,140",€0,"€35,140","€19,352","€2,623","€5,431",€0,€0,€0,€241,"€5,784","€33,431","€2,112",€808,€689,€490,€0,"€4,099","€37,530","-€2,390",€0,€0,"-€2,390"
1298,303,2014,DTS,12-18,21.9,12.9,3.1,2.6,44,43,"7,424","2,025",15.0,,,"€220,000","€1,000","€221,000","€32,000","€47,273","€1,893","€1,560",,"€6,263",,"€3,000","€91,988","€7,120",,"€2,000",,"€3,340","€12,460","€104,448","€116,552",,,"€116,552"
1299,62,2014,TM,40-70,451.2,41.9,6.1,3.7,21,21,"42,520","22,102",52.3,,,"€4,006,679",€0,"€4,006,679","€822,962","€199,228","€172,319",€0,"€18,028",€0,"€62,667","€2,007,299","€3,282,503","€64,049","€38,300","€5,500","€21,335","€1,061","€130,245","€3,412,748","€593,931","€442,009","€218,450","€370,372"
1300,307,2014,FPO,00-10,3.1,7.1,1.1,2.0,754,575,"16,101","1,460",6.5,,,"€14,000",€0,"€14,000",€0,"€2,640","€1,100",€450,€0,€0,,"€2,200","€6,390",€0,€0,€800,€0,€0,€800,"€7,190","€6,810",,,"€6,810"
1301,124,2014,HOK,00-10,1.4,6.3,0.3,1.8,70,45,"1,250",128,6.3,1.0,,"€21,722","€8,000","€29,722","€23,166","€2,000",€200,€150,"€1,000",€0,€0,€480,"€26,996",€800,,€0,€0,€0,€800,"€27,796","€1,926",,,"€1,926"
1302,25,2015,DTS,18-24,104.0,18.3,4.6,2.9,71,66,"28,483","9,885",21.5,,,"€764,324",,"€764,324","€308,365","€145,806","€96,131","€5,217","€18,211",,"€45,958","€15,261","€634,949","€9,500","€33,496","€4,610",,€0,"€47,606","€682,555","€81,769","€26,000",,"€55,769"
1303,26,2015,DTS,18-24,96.8,22.0,4.6,3.1,71,66,"28,483","9,885",21.5,,,"€856,484","€28,861","€885,345","€300,820","€167,865","€149,596","€4,849","€16,312",,"€2,752","€25,863","€668,057","€20,000","€1,644","€7,589",€458,"€3,800","€33,491","€701,548","€183,797","€90,443",,"€93,354"
1304,518,2015,DFN,00-10,0.9,7.1,-0.1,2.0,359,158,"7,305",838,6.8,,,,,€0,,,,,,,,€0,€0,,,,,€0,€0,€0,€0,,,€0
1305,505,2015,DFN,00-10,3.7,10.7,1.3,2.4,359,158,"7,305",838,6.8,,,,"€9,000","€9,000",,"€16,800","€15,000",€350,€240,,,"€7,000","€39,390","€1,100",,€800,,"€2,560","€4,460","€43,850","-€34,850",,,"-€34,850"
1306,135,2015,FPO,10-12,7.1,12.0,2.0,2.5,108,82,"8,960","1,112",11.1,,,"€201,252",,"€201,252","€86,602","€14,028","€8,262","€3,926",,"€7,792",,"€50,657","€171,267","€1,764",€410,€300,,"€6,415","€8,889","€180,156","€21,096","€6,082",,"€15,014"
1307,398,2015,DFN,00-10,4.5,9.4,1.5,2.2,359,158,"7,305",838,6.8,,,"€31,891",,"€31,891",,"€2,234","€2,093",,,,€949,"€16,391","€21,667",,€325,€500,,€0,€825,"€22,492","€9,399",,,"€9,399"
1308,41,2015,DTS,18-24,127.4,23.0,4.8,3.1,71,66,"28,483","9,885",21.5,,,"€389,517",,"€389,517","€47,384","€121,528","€60,150",,"€14,690","€11,076","€4,915","€7,008","€266,751","€22,654","€21,286","€4,495","€2,076",€0,"€50,511","€317,262","€72,255","€76,479",,"-€4,224"
